ObjectId,Indicator,Unit,Date,Value
865,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1994M09,355.86
866,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1994M09,0.49
867,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1994M10,356.21
868,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1994M10,0.56
869,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1994M11,357.65
870,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1994M11,0.6
871,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1994M12,359.1
872,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1994M12,0.58
873,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M01,360.04
874,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M01,0.47
875,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M02,361
876,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M02,0.55
877,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M03,361.98
878,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M03,0.52
879,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M04,363.44
880,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M04,0.58
881,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M05,363.83
882,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M05,0.57
883,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M06,363.33
884,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M06,0.66
885,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M07,361.78
886,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M07,0.63
887,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M08,359.33
888,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M08,0.49
889,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M09,358.32
890,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M09,0.69
891,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M10,358.14
892,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M10,0.54
893,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M11,359.61
894,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M11,0.55
895,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1995M12,360.82
896,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1995M12,0.48
897,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M01,362.2
898,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M01,0.6
899,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M02,363.36
900,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M02,0.65
901,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M03,364.28
902,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M03,0.64
903,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M04,364.69
904,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M04,0.34
905,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M05,365.25
906,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M05,0.39
907,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M06,365.06
908,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M06,0.48
909,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M07,363.69
910,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M07,0.53
911,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M08,361.55
912,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M08,0.62
913,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M09,359.69
914,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M09,0.38
915,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M10,359.72
916,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M10,0.44
917,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M11,361.04
918,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M11,0.4
919,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1996M12,362.39
920,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1996M12,0.44
921,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M01,363.24
922,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M01,0.29
923,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M02,364.21
924,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M02,0.23
925,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M03,364.65
926,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M03,0.1
927,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M04,366.48
928,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M04,0.49
929,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M05,366.77
930,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M05,0.42
931,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M06,365.73
932,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M06,0.18
933,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M07,364.46
934,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M07,0.21
935,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M08,362.4
936,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M08,0.24
937,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M09,360.44
938,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M09,0.21
939,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M10,360.98
940,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M10,0.35
941,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M11,362.65
942,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M11,0.45
943,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1997M12,364.51
944,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1997M12,0.59
945,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M01,365.39
946,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M01,0.59
947,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M02,366.1
948,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M02,0.52
949,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M03,367.36
950,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M03,0.74
951,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M04,368.79
952,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M04,0.63
953,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M05,369.56
954,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M05,0.76
955,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M06,369.13
956,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M06,0.93
957,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M07,367.98
958,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M07,0.97
959,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M08,366.1
960,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M08,1.02
961,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M09,364.16
962,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M09,1.03
963,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M10,364.54
964,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M10,0.99
965,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M11,365.67
966,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M11,0.83
967,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1998M12,367.3
968,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1998M12,0.77
969,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M01,368.35
970,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M01,0.81
971,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M02,369.28
972,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M02,0.87
973,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M03,369.84
974,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M03,0.68
975,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M04,371.15
976,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M04,0.64
977,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M05,371.12
978,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M05,0.42
979,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M06,370.46
980,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M06,0.36
981,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M07,369.61
982,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M07,0.44
983,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M08,367.06
984,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M08,0.26
985,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M09,364.95
986,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M09,0.22
987,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M10,365.52
988,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M10,0.27
989,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M11,366.88
990,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M11,0.33
991,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1999M12,368.26
992,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1999M12,0.26
993,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M01,369.45
994,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M01,0.3
995,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M02,369.71
996,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M02,0.12
997,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M03,370.75
998,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M03,0.25
999,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M04,371.98
1000,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M04,0.22
1001,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M05,371.75
1002,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M05,0.17
1003,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M06,371.87
1004,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M06,0.38
1005,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M07,370.02
1006,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M07,0.11
1007,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M08,368.27
1008,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M08,0.33
1009,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M09,367.15
1010,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M09,0.6
1011,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M10,367.18
1012,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M10,0.45
1013,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M11,368.53
1014,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M11,0.45
1015,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2000M12,369.83
1016,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2000M12,0.43
1017,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M01,370.76
1018,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M01,0.35
1019,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M02,371.69
1020,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M02,0.54
1021,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M03,372.63
1022,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M03,0.51
1023,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M04,373.55
1024,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M04,0.42
1025,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M05,374.03
1026,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M05,0.61
1027,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M06,373.4
1028,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M06,0.41
1029,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M07,371.68
1030,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M07,0.45
1031,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M08,369.78
1032,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M08,0.41
1033,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M09,368.34
1034,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M09,0.32
1035,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M10,368.61
1036,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M10,0.39
1037,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M11,369.94
1038,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M11,0.38
1039,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2001M12,371.42
1040,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2001M12,0.43
1041,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M01,372.7
1042,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M01,0.52
1043,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M02,373.37
1044,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M02,0.45
1045,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M03,374.3
1046,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M03,0.45
1047,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M04,375.19
1048,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M04,0.44
1049,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M05,375.93
1050,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M05,0.51
1051,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M06,375.69
1052,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M06,0.61
1053,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M07,374.16
1054,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M07,0.67
1055,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M08,372.03
1056,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M08,0.61
1057,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M09,370.92
1058,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M09,0.7
1059,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M10,370.73
1060,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M10,0.58
1061,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M11,372.43
1062,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M11,0.67
1063,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2002M12,373.98
1064,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2002M12,0.69
1065,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M01,375.07
1066,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M01,0.64
1067,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M02,375.82
1068,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M02,0.66
1069,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M03,376.64
1070,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M03,0.63
1071,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M04,377.92
1072,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M04,0.73
1073,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M05,378.78
1074,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M05,0.76
1075,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M06,378.46
1076,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M06,0.74
1077,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M07,376.88
1078,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M07,0.73
1079,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M08,374.57
1080,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M08,0.68
1081,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M09,373.34
1082,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M09,0.65
1083,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M10,373.31
1084,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M10,0.7
1085,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M11,374.84
1086,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M11,0.65
1087,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2003M12,376.17
1088,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2003M12,0.59
1089,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M01,377.17
1090,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M01,0.56
1091,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M02,378.05
1092,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M02,0.59
1093,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M03,379.06
1094,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M03,0.64
1095,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M04,380.54
1096,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M04,0.69
1097,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M05,380.8
1098,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M05,0.53
1099,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M06,379.87
1100,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M06,0.37
1101,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M07,377.65
1102,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M07,0.2
1103,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M08,376.17
1104,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M08,0.43
1105,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M09,374.43
1106,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M09,0.29
1107,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M10,374.63
1108,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M10,0.35
1109,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M11,376.33
1110,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M11,0.4
1111,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2004M12,377.68
1112,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2004M12,0.4
1113,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M01,378.63
1114,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M01,0.39
1115,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M02,379.91
1116,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M02,0.49
1117,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M03,380.95
1118,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M03,0.5
1119,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M04,382.48
1120,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M04,0.51
1121,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M05,382.64
1122,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M05,0.48
1123,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M06,382.4
1124,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M06,0.67
1125,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M07,380.93
1126,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M07,0.87
1127,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M08,378.93
1128,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M08,0.73
1129,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M09,376.89
1130,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M09,0.66
1131,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M10,377.19
1132,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M10,0.68
1133,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M11,378.54
1134,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M11,0.59
1135,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2005M12,380.31
1136,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2005M12,0.7
1137,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2006M01,381.58
1138,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2006M01,0.78
1139,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2006M02,382.4
1140,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2006M02,0.66
1141,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2006M03,382.86
1142,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2006M03,0.5
1143,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2006M04,384.8
1144,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2006M04,0.61
1145,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2006M05,385.22
1146,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2006M05,0.67
1147,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2006M06,384.24
1148,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,2006M06,0.48
1149,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,2006M07,382.65
